Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
NBA Street,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79,89,22,8.6,39,NuFX,E
NBA Street,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.42,88,15,8.6,7,EA Sports,E
NBA Street: Showdown,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.22,75,25,8.5,15,EA Canada,E
NBA Street Homecourt,2007,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5,80,42,8.2,30,EA Canada,E
NBA Street Homecourt,2007,Sports,Electronic Arts,0.12,0.01,0,0.02,0.15,81,31,6.5,16,EA Canada,E
NBA Street V3,2005,Sports,Electronic Arts,0.52,0.41,0,0.14,1.06,89,36,8.7,37,EA Canada,E
NBA Street V3,2005,Sports,Electronic Arts,0.28,0.03,0,0.01,0.32,89,41,8.9,10,EA Canada,E
NBA Street V3,2005,Sports,Electronic Arts,0.23,0.06,0,0.01,0.29,88,36,8.4,16,EA Canada,E
NBA Street Vol. 2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,1.95,90,31,8.8,70,Electronic Arts,E
NBA Street Vol. 2,2003,Sports,Electronic Arts,0.62,0.04,0,0.02,0.68,89,22,8.8,24,Electronic Arts,E
NCAA Basketball 09,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22,70,23,5.6,8,EA Canada,E
NCAA Basketball 10,2009,Sports,Electronic Arts,0.31,0,0,0.03,0.33,75,17,7.8,6,EA Canada,E
NCAA College Basketball 2K3,2002,Sports,Sega,0.12,0.09,0,0.03,0.24,83,17,8,6,Kush Games,E
NCAA College Basketball 2K3,2002,Sports,Sega,0.11,0.03,0,0.01,0.14,84,12,8.4,5,Kush Games,E
NCAA Final Four 2002,2001,Sports,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,52,14,6.5,8,989 Sports,E
NCAA Final Four 2003,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,57,16,6,4,989 Sports,E
NCAA Football 06,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84,87,25,8.5,36,EA Sports,E
NCAA Football 06,2005,Sports,Electronic Arts,0.73,0.21,0,0.03,0.97,87,38,8.3,27,EA Sports,E
NCAA Football 07,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7,87,18,8.6,23,EA Sports,E
NCAA Football 07,2006,Sports,Electronic Arts,0.67,0,0,0.06,0.73,79,43,6.9,20,EA Sports,E
NCAA Football 07,2006,Sports,Electronic Arts,0.42,0.12,0,0.01,0.56,88,20,6.9,10,EA Sports,E
NCAA Football 07,2006,Sports,Electronic Arts,0.34,0,0,0.03,0.37,75,16,7.9,11,EA Sports,E
NCAA Football 08,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79,83,6,8.3,23,EA Tiburon,E
NCAA Football 08,2007,Sports,Electronic Arts,0.65,0,0,0.05,0.7,81,30,7.8,44,EA Sports,E
NCAA Football 08,2007,Sports,Electronic Arts,0.35,0,0,0.03,0.38,77,13,7.9,28,EA Sports,E
NCAA Football 08,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08,82,4,8.1,8,EA Sports,E
NCAA Football 09,2008,Sports,Electronic Arts,0.65,0,0,0.05,0.71,83,24,7.7,26,EA Tiburon,E
NCAA Football 09,2008,Sports,Electronic Arts,0.54,0,0,0.04,0.58,81,20,7.3,25,EA Tiburon,E
NCAA Football 09 All-Play,2008,Sports,Electronic Arts,0.15,0,0,0.01,0.16,49,5,5.8,32,EA Canada,E
NCAA Football 10,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94,83,26,6.7,37,EA Tiburon,E
NCAA Football 10,2009,Sports,Electronic Arts,0.75,0,0,0.06,0.81,80,20,6.9,14,EA Tiburon,E
NCAA Football 11,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92,86,29,7.1,70,EA Tiburon,E
NCAA Football 11,2010,Sports,Electronic Arts,0.79,0,0,0.06,0.85,85,22,7.4,25,EA Tiburon,E
NCAA Football 12,2011,Sports,Electronic Arts,0.94,0,0,0.06,0.99,82,25,6.6,49,EA Sports,E
NCAA Football 12,2011,Sports,Electronic Arts,0.78,0,0,0.05,0.83,82,17,5.8,41,EA Sports,E
NCAA Football 13,2012,Action,Electronic Arts,1.02,0,0,0.07,1.09,76,20,5.5,65,EA Tiburon,E
NCAA Football 13,2012,Action,Electronic Arts,0.82,0,0,0.07,0.89,79,9,4.1,34,EA Tiburon,E
NCAA Football 14,2013,Sports,Electronic Arts,1.01,0,0,0.08,1.09,77,18,5.8,74,EA Tiburon,E
NCAA Football 14,2013,Sports,Electronic Arts,0.75,0,0,0.09,0.84,77,9,6.2,40,EA Tiburon,E
NCAA Football 2002,2001,Sports,Electronic Arts,0.77,0.6,0,0.2,1.57,90,18,8.7,24,EA Sports,E
NCAA Football 2003,2002,Sports,Electronic Arts,1.16,0.08,0,0.19,1.44,91,19,8.6,27,EA Sports,E
NCAA Football 2003,2002,Sports,Electronic Arts,0.39,0.11,0,0.02,0.52,90,14,8.2,15,EA Sports,E
NCAA Football 2003,2002,Sports,Electronic Arts,0.16,0.04,0,0.01,0.21,91,11,8.1,9,EA Sports,E
NCAA Football 2004,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,1.67,94,15,8.8,81,EA Sports,E
NCAA Football 2004,2003,Sports,Electronic Arts,0.4,0.02,0,0.02,0.43,88,13,8.8,19,EA Sports,E
NCAA Football 2004,2003,Sports,Electronic Arts,0.12,0.03,0,0,0.15,89,16,7.5,6,EA Sports,E
NCAA Football 2005,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62,88,29,8.8,35,EA Tiburon,E
NCAA Football 2005,2004,Sports,Electronic Arts,0.63,0.02,0,0.03,0.68,89,29,8,12,EA Sports,E
NCAA Football 2005,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22,88,18,9,5,EA Sports,E
NCAA March Madness 06,2005,Sports,Electronic Arts,0.45,0.02,0,0.07,0.53,78,19,9.1,13,EA Canada,E
NCAA March Madness 06,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,76,21,7.2,5,EA Canada,E
NCAA March Madness 07,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,63,9,8.6,7,EA Canada,E
NCAA March Madness 07,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21,67,33,7.1,15,EA Canada,E
NCAA March Madness 08,2007,Sports,Electronic Arts,0.08,0,0,0.01,0.09,67,15,3.8,4,EA Canada,E
NCAA March Madness 2003,2002,Sports,Electronic Arts,0.32,0.25,0,0.08,0.66,74,13,8,27,NuFX,E
NCAA March Madness 2004,2003,Sports,Electronic Arts,0.5,0.39,0,0.13,1.03,82,16,8.8,12,NuFX,E
NCAA March Madness 2005,2004,Sports,Electronic Arts,0.44,0.02,0,0.07,0.53,78,19,8.3,13,EA Canada,E
NCAA March Madness 2005,2004,Sports,Electronic Arts,0.21,0.06,0,0.01,0.28,80,18,7.8,4,EA Canada,E
NCIS,2011,Adventure,Ubisoft,0.1,0.02,0,0.01,0.14,35,11,4.7,7,Ubisoft,T
NCIS,2011,Adventure,Ubisoft,0.07,0.04,0,0.02,0.12,50,4,4,4,Ubisoft,T
Need For Speed: High Stakes,1999,Racing,Electronic Arts,1.58,0.64,0,0.09,2.31,86,14,8.5,28,EA Canada,E
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89,59,7.2,301,Criterion Games,E10+
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,1.03,0.96,0,0.21,2.2,88,73,7,206,Criterion Games,E10+
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,0.17,0.23,0,0.05,0.46,50,8,3.7,18,Exient Entertainment,E10+
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,0.12,0.2,0,0.05,0.37,86,14,6.7,556,Criterion Games,E10+
Need for Speed: Hot Pursuit 2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11,89,31,8.5,92,Black Box,E
Need for Speed: Hot Pursuit 2,2002,Racing,Electronic Arts,0.68,0.11,0,0.03,0.82,75,18,6.4,15,EA Seattle,E
Need for Speed: Hot Pursuit 2,2002,Racing,Electronic Arts,0.68,0.09,0,0.02,0.8,68,16,8.3,15,EA Seattle,E
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82,36,9.1,137,EA Canada,T
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,1,0.13,0.02,0.1,1.25,83,54,8.5,134,EA Canada,T
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.53,0.46,0,0.05,1.04,83,32,8.8,29,EA Canada,T
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.43,0.11,0,0.02,0.56,80,18,9.1,22,EA Canada,T
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.02,0.23,0,0.04,0.29,82,19,8.5,525,Black Box,T
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,0.24,0.01,0,0.02,0.27,45,4,6.1,22,EA Canada,E
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,83,54,8.5,134,EA Canada,T
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0,0.06,0,0.02,0.08,82,19,8.5,525,Black Box,T
Need for Speed: Most Wanted 5-1-0,2005,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07,72,21,7.8,54,EA Canada,E10+
Need for Speed: Nitro,2009,Racing,Electronic Arts,0.45,0.3,0,0.08,0.83,69,41,7.4,38,EA Montreal,E10+
Need for Speed: Nitro,2009,Racing,Electronic Arts,0.21,0.13,0,0.04,0.38,70,7,6.3,7,Firebrand Games,E10+
Need for Speed: Porsche Unleashed,1999,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77,78,13,8.5,24,Eden Studios,E
Need for Speed: Porsche Unleashed,2004,Racing,Zoo Digital Publishing,0.35,0.13,0,0.01,0.48,62,4,7.8,8,Pocketeers,E
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.69,0,0.04,1.68,2.41,62,11,6.2,34,Black Box,E10+
Need for Speed: ProStreet,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,72,42,7.1,78,EA Black Box,E10+
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,73,26,6,43,EA Black Box,E10+
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.53,0.45,0,0.12,1.1,61,16,6.9,14,EA Games,E10+
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.11,0.01,0,0.01,0.12,74,8,7.4,10,Exient Entertainment,E
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0,0.04,0,0.01,0.04,70,18,5.9,163,EA Games,E10+
Need for Speed: ProStreet,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57,14,7.1,19,EA Games,E
Need for Speed: Shift,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,84,55,6.9,113,Slightly Mad Studios,E
Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,83,75,6.5,134,Slightly Mad Studios,E
Need for Speed: Shift,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,69,11,6.5,31,EA Bright Light,E
Need for Speed: Shift,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06,83,22,5.8,387,Slightly Mad Studios,E
Need for Speed: The Run,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64,48,6.4,182,Black Box,T
Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.57,0,0.15,1.36,68,65,6,160,Black Box,T
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.21,0,0.07,0.36,69,18,5.8,338,Black Box,T
Need for Speed: The Run,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64,6,3.6,21,Firebrand Games,E10+
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0,0.02,0.19,65,9,6,26,Firebrand Games,E10+
Need For Speed: Undercover,2008,Racing,Electronic Arts,0.63,1,0.05,0.38,2.05,59,40,5.9,71,EA Vancouver,T
Need For Speed: Undercover,2008,Racing,Electronic Arts,0.79,0.7,0.01,0.18,1.68,64,62,5.9,104,EA Vancouver,T
Need For Speed: Undercover,2008,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52,7,6.8,37,Piranha Games,T
Need For Speed: Undercover,2008,Racing,Electronic Arts,0.27,0.31,0,0.07,0.64,54,12,6.2,29,Exient Entertainment,T
Need For Speed: Undercover,2008,Racing,Electronic Arts,0.18,0.03,0,0.02,0.23,59,7,6.7,6,Firebrand Games,E10+
Need For Speed: Undercover,2008,Racing,Electronic Arts,0,0.07,0,0.01,0.08,65,18,4.9,231,EA Black Box,T
Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,77,52,6.3,82,EA Canada,E10+
Need for Speed Carbon,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,74,26,8.4,60,EA Canada,E10+
Need for Speed Carbon,2006,Racing,Electronic Arts,0.45,0.66,0.02,0.15,1.28,67,21,7.3,26,EA Canada,E10+
Need for Speed Carbon,2006,Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,75,31,7.3,42,EA Canada,E10+
Need for Speed Carbon,2006,Racing,Electronic Arts,0.35,0.1,0,0.02,0.47,74,19,7.4,11,EA Canada,E10+
Need for Speed Carbon,2006,Racing,Electronic Arts,0.27,0.07,0,0.01,0.35,75,12,7.8,14,EA Canada,E10+
Need for Speed Carbon,2006,Racing,Electronic Arts,0,0.04,0,0.01,0.05,78,17,7.2,249,Black Box,E10+
Need for Speed Carbon: Own the City,2006,Racing,Electronic Arts,0.87,0.97,0,0.58,2.42,73,14,7.9,39,EA Canada,E10+
Need for Speed Carbon: Own the City,2006,Racing,Electronic Arts,0.17,0.01,0,0.02,0.2,70,6,7.5,15,Exient Entertainment,E
Need for Speed Rivals,2013,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,80,53,6.2,667,Ghost Games,E10+
Need for Speed Rivals,2013,Racing,Electronic Arts,0.33,0.69,0.05,0.19,1.27,80,6,4.9,123,Ghost Games,E10+
Need for Speed Rivals,2013,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,76,12,5.4,107,Ghost Games,E10+
Need for Speed Rivals,2013,Racing,Electronic Arts,0.46,0.17,0,0.07,0.69,75,18,5.8,175,Ghost Games,E10+
Need for Speed Rivals,2013,Racing,Electronic Arts,0.04,0.19,0,0.02,0.25,76,16,3.3,546,Ghost Games,E10+
Need for Speed Underground,2003,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,85,33,8.6,171,EA Black Box,E
Need for Speed Underground,2003,Racing,Electronic Arts,1.09,0.55,0,0.07,1.71,83,25,8.7,35,Electronic Arts,E
Need for Speed Underground,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,83,24,9,45,Electronic Arts,E
Need for Speed Underground,2003,Racing,Electronic Arts,0.21,0.08,0,0.01,0.29,77,9,8.2,25,Pocketeers,E
Need for Speed Underground,2003,Racing,Electronic Arts,0,0.04,0,0.01,0.05,82,24,8.3,307,Black Box,E
Need for Speed Underground 2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82,39,8.6,132,EA Canada,E
Need for Speed Underground 2,2004,Racing,Electronic Arts,1.38,0.8,0,0.1,2.28,77,35,8.7,27,EA Canada,E
Need for Speed Underground 2,2004,Racing,Electronic Arts,0.31,0.12,0,0.01,0.43,72,8,8.2,13,Pocketeers,E
Need for Speed Underground 2,2004,Racing,Electronic Arts,0,0.06,0,0.01,0.07,82,31,8.5,407,EA Canada,T
Need for Speed Underground 2,2005,Racing,Electronic Arts,0.11,0.02,0,0.01,0.13,65,13,7,25,EA Canada,E
Need for Speed Underground Rivals,2005,Racing,Electronic Arts,0.69,0.37,0.02,0.24,1.32,74,36,8.5,38,Team Fusion,E
Neo Contra,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21,65,37,7.1,8,KCET,M
NeoGeo Battle Coliseum,2005,Fighting,Ignition Entertainment,0.16,0.13,0,0.04,0.33,66,21,8.8,6,SNK Playmore,T
Neopets: The Darkest Faerie,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3,61,18,8.5,30,Idol Minds,E10+
Neopets Petpet Adventures: The Wand of Wishing,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01,0.12,66,21,7.7,6,SCEA,E
NERF N-Strike,2008,Shooter,Electronic Arts,0.91,0.09,0,0.09,1.09,66,13,4.4,7,"EA Redwood Shores, EA Salt Lake",E10+
NERF N-Strike Elite,2009,Shooter,Electronic Arts,0.93,0,0,0.07,1,67,12,4.5,6,EA Salt Lake,E10+
Nervous Brickdown,2007,Puzzle,Eidos Interactive,0,0.01,0,0,0.02,70,21,7.5,11,Arkedo Studio,E
NES Remix,2014,Action,Nintendo,0.17,0,0.08,0.02,0.28,71,34,7.1,133,Indies Zero,E
NeverDead,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,50,32,4.7,47,Rebellion,M
NeverDead,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0,0.01,0.1,52,46,5.5,65,Rebellion,M
Neverland Card Battles,2008,Role-Playing,Idea Factory,0.04,0,0,0.01,0.05,57,14,7.8,12,Idea Factory,T
Neverwinter Nights,2002,Role-Playing,Atari,0,0.03,0,0,0.03,91,34,8.2,490,BioWare,T
Neverwinter Nights 2,2006,Role-Playing,Atari,0,0.02,0,0,0.02,82,46,6.5,565,Obsidian Entertainment,T
Neverwinter Nights 2: Mask of the Betrayer,2007,Role-Playing,Atari,0,0.01,0,0,0.01,82,25,8.8,182,Obsidian Entertainment,T
New Super Luigi U,2013,Platform,Nintendo,1.25,0.62,0.18,0.18,2.24,77,59,7.9,288,Nintendo,E
New Super Mario Bros.,2006,Platform,Nintendo,11.28,9.14,6.5,2.88,29.8,89,65,8.5,431,Nintendo,E
New Super Mario Bros. 2,2012,Platform,Nintendo,3.66,3.14,2.47,0.63,9.9,78,70,7.2,424,Nintendo,E
New Super Mario Bros. U,2012,Platform,Nintendo,2.3,1.34,1.27,0.32,5.22,84,70,8.1,733,Nintendo,E
New Super Mario Bros. Wii,2009,Platform,Nintendo,14.44,6.94,4.7,2.24,28.32,87,80,8.4,594,Nintendo,E
NFL 2K1,2000,Sports,Sega,1.02,0.05,0,0.02,1.09,97,22,6,47,Visual Concepts,E
NFL 2K2,2001,Sports,Sega,0.44,0.34,0,0.11,0.89,85,16,7.5,6,Visual Concepts,E
NFL 2K3,2002,Sports,Atari,1.06,0.08,0,0.18,1.32,93,20,7.4,25,Visual Concepts,E
NFL 2K3,2002,Sports,Sega,0.17,0.04,0,0.01,0.22,92,24,8.3,15,Visual Concepts,E
NFL Blitz 20-02,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,76,22,8.9,15,Midway,E
NFL Blitz 20-03,2002,Sports,Midway Games,0.21,0.17,0,0.06,0.44,73,15,8.6,5,Point of View,E
NFL Blitz 20-03,2002,Sports,Midway Games,0.11,0.03,0,0.01,0.14,72,12,7.8,4,Point of View,E
NFL Blitz Pro,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23,73,20,8.5,14,Midway,E
NFL Blitz Pro,2003,Sports,Midway Games,0.04,0.01,0,0,0.05,71,14,6.6,8,Midway,E
NFL Fever 2002,2000,Sports,Microsoft Game Studios,0.74,0.21,0,0.04,0.99,79,24,8.5,10,Microsoft Game Studios,E
NFL Fever 2003,2002,Sports,Microsoft Game Studios,0.46,0.13,0,0.02,0.61,72,25,8.6,12,Microsoft Game Studios,E
NFL Fever 2004,2003,Sports,Microsoft Game Studios,0.24,0.07,0,0.01,0.32,74,29,8.8,16,Microsoft Game Studios,E
NFL GameDay 2002,2001,Sports,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4,62,10,8.8,4,989 Sports,E
NFL GameDay 2002,2001,Sports,Sony Computer Entertainment,0.19,0.15,0,0.05,0.38,51,18,4.6,5,Red Zone Entertainment,E
NFL GameDay 2004,2003,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,0.41,65,25,8.7,6,989 Sports,E
NFL Head Coach,2006,Sports,Electronic Arts,0.38,0.01,0,0.06,0.45,66,22,6.9,15,EA Tiburon,E
NFL Head Coach,2006,Sports,Electronic Arts,0.09,0.03,0,0,0.12,69,26,7.1,9,EA Tiburon,E
NFL Head Coach 09,2008,Sports,Electronic Arts,0.13,0,0,0.01,0.14,64,12,7.1,12,EA Tiburon,E
NFL Head Coach 09,2008,Sports,Electronic Arts,0.11,0,0,0.01,0.11,67,14,8.4,28,EA Tiburon,E
NFL Quarterback Club 2002,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,67,12,7.8,6,Acclaim,E
NFL Street,2004,Sports,Electronic Arts,1.15,0.08,0,0.19,1.42,80,36,8.9,45,EA Tiburon,E
NFL Street,2004,Sports,Electronic Arts,0.49,0.15,0,0.02,0.66,81,38,8.8,9,EA Tiburon,E
NFL Street,2004,Sports,Electronic Arts,0.27,0.07,0,0.01,0.35,81,30,8,4,EA Tiburon,E
NFL Street 2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21,1.61,77,33,8.7,20,EA Tiburon,E
NFL Street 2,2004,Sports,Electronic Arts,0.36,0.11,0,0.02,0.48,78,44,6.5,11,EA Tiburon,E
NFL Street 2 Unleashed,2005,Sports,Electronic Arts,0.34,0,0,0.03,0.37,73,23,7.4,14,EA Tiburon,E
NFL Tour,2008,Sports,Electronic Arts,0.09,0,0,0.01,0.1,49,35,3.1,45,EA Tiburon,E
NHL 06,2005,Sports,Electronic Arts,0.48,0.02,0,0.08,0.58,78,27,8.5,29,EA Canada,E10+
NHL 06,2005,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25,79,35,8.4,18,EA Canada,E10+
NHL 06,2005,Sports,Electronic Arts,0.06,0.02,0,0,0.08,78,18,9.3,7,EA Canada,E10+
NHL 07,2006,Sports,Electronic Arts,0.42,0.02,0,0.07,0.51,76,11,4.6,51,EA Sports,E10+
NHL 07,2006,Sports,Electronic Arts,0.25,0,0,0.02,0.27,79,49,5.3,167,EA Sports,E10+
NHL 07,2006,Sports,Electronic Arts,0.13,0.02,0,0.02,0.17,76,7,6.6,23,EA Sports,E10+
NHL 07,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03,75,14,7.7,6,EA Sports,E10+
NHL 08,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25,86,23,6.9,23,EA Canada,E10+
NHL 08,2007,Action,Electronic Arts,0.22,0.01,0,0.02,0.25,85,44,8.2,44,EA Canada,E10+
NHL 09,2008,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5,88,41,8.4,61,EA Canada,E10+
NHL 09,2008,Sports,Electronic Arts,0.29,0.02,0,0.03,0.33,88,25,7.7,41,EA Canada,E10+
NHL 09,2008,Sports,Electronic Arts,0,0.02,0,0,0.02,62,6,4.1,30,EA Canada,E10+
NHL 10,2009,Sports,Electronic Arts,0.51,0.1,0,0.06,0.66,88,52,8.4,71,EA Canada,E10+
NHL 10,2009,Sports,Electronic Arts,0.38,0.12,0,0.07,0.57,88,35,7.9,40,EA Canada,E10+
NHL 11,2010,Sports,Electronic Arts,0.61,0.07,0,0.05,0.73,88,49,7.7,71,Electronic Arts,E10+
NHL 11,2010,Sports,Electronic Arts,0.4,0.12,0,0.07,0.59,88,38,7.1,54,Electronic Arts,E10+
NHL 12,2011,Sports,Electronic Arts,0.55,0.1,0,0.05,0.7,86,56,7,72,Electronic Arts,E10+
NHL 12,2011,Sports,Electronic Arts,0.36,0.15,0,0.07,0.58,86,33,7.5,52,Electronic Arts,E10+
NHL 13,2012,Sports,Electronic Arts,0.51,0.1,0,0.05,0.66,83,44,6.6,86,Electronic Arts,E10+
NHL 13,2012,Sports,Electronic Arts,0.33,0.21,0,0.09,0.64,84,22,6.8,60,Electronic Arts,E10+
NHL 14,2013,Sports,Electronic Arts,0.28,0.17,0,0.09,0.54,80,22,6,79,Electronic Arts,E10+
NHL 14,2013,Sports,Electronic Arts,0.4,0.09,0,0.05,0.54,81,30,5.9,92,Electronic Arts,E10+
NHL 15,2014,Sports,Electronic Arts,0.31,0.19,0,0.1,0.6,60,28,3.6,306,EA Sports,E10+
NHL 15,2014,Sports,Electronic Arts,0.31,0.06,0,0.04,0.41,59,22,3.2,180,EA Sports,E10+
NHL 16,2015,Sports,Electronic Arts,0.36,0.16,0,0.11,0.63,78,28,5.5,157,"EA Sports, EA Canada",E10+
NHL 16,2015,Sports,Electronic Arts,0.38,0.05,0,0.05,0.48,80,18,6,81,"EA Sports, EA Canada",E10+
NHL 17,2016,Sports,Electronic Arts,0.19,0.08,0,0.06,0.33,78,26,5.8,67,"EA Canada, EA Vancouver",E10+
NHL 17,2016,Sports,Electronic Arts,0.2,0.01,0,0.03,0.24,77,23,4,38,"EA Canada, EA Vancouver",E10+
NHL 2001,2000,Sports,Electronic Arts,0.47,0.37,0,0.12,0.96,85,22,8.1,9,EA Sports,E
NHL 2001,2000,Sports,Electronic Arts,0.35,0.24,0,0.04,0.63,88,10,7.7,7,Page 44 Studios,E
NHL 2002,2001,Sports,Electronic Arts,0.59,0.46,0,0.15,1.2,92,22,8.5,26,EA Sports,E
NHL 2002,2001,Sports,Electronic Arts,0.2,0.06,0,0.01,0.27,89,17,8.8,5,EA Sports,E
NHL 2003,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93,79,20,6.8,18,EA Sports,E
NHL 2003,2002,Sports,Electronic Arts,0.15,0.04,0,0.01,0.21,80,12,7.9,12,EA Sports,E
NHL 2003,2002,Sports,Electronic Arts,0.1,0.03,0,0,0.13,79,13,6.3,4,EA Sports,E
NHL 2004,2003,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97,85,19,7.6,53,EA Sports,E
NHL 2004,2003,Sports,Electronic Arts,0.13,0.04,0,0.01,0.18,85,21,6.5,31,EA Black Box,E
NHL 2004,2003,Sports,Electronic Arts,0.08,0.02,0,0,0.1,85,18,8.4,7,EA Sports,E
NHL 2005,2004,Sports,Electronic Arts,0.22,0.17,0,0.06,0.45,75,21,8.3,23,EA Sports,E
NHL 2005,2004,Sports,Electronic Arts,0.12,0.03,0,0.01,0.16,77,27,6.2,11,EA Sports,E
NHL 2005,2004,Sports,Electronic Arts,0.05,0.01,0,0,0.07,75,18,5.6,5,EA Sports,E
NHL 2K10,2009,Sports,Take-Two Interactive,0.32,0.01,0,0.03,0.35,79,8,6.8,16,Take-Two Interactive,E10+
NHL 2K10,2009,Sports,Take-Two Interactive,0.13,0.01,0,0.01,0.15,66,23,7.1,8,Take-Two Interactive,E10+
NHL 2K10,2009,Sports,Take-Two Interactive,0.11,0.02,0,0.01,0.15,69,31,7.9,15,Take-Two Interactive,E10+
NHL 2K11,2010,Sports,Take-Two Interactive,0.23,0.02,0,0.02,0.27,62,12,5.8,4,Visual Concepts,E10+
NHL 2K3,2002,Sports,Sega,0.1,0.08,0,0.03,0.21,89,25,7.8,17,Treyarch,E
NHL 2K3,2002,Sports,Sega,0.09,0.02,0,0,0.12,89,17,7.1,14,Treyarch,E
NHL 2K3,2002,Sports,Sega,0.01,0,0,0,0.02,89,11,7,6,Treyarch,E
NHL 2K6,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,0.42,81,28,5.8,18,2K Sports,E10+
