Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Story Focus,Gameplay Focus,Series
MVP Baseball 2004,2004.0,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59,90.0,31.0,8.5,19.0,EA Sports,E,,x,
MVP Baseball 2004,2004.0,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89.0,25.0,8.5,11.0,EA Sports,E,,x,
MVP Baseball 2005,2005.0,Sports,Electronic Arts,1.26,0.07,0.0,0.21,1.54,87.0,25.0,8.6,47.0,EA Sports,E,,x,
MVP Baseball 2005,2005.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,88.0,20.0,8.7,16.0,EA Sports,E,,x,
MX 2002 Featuring Ricky Carmichael,2001.0,Racing,THQ,0.27,0.21,0.0,0.07,0.56,76.0,17.0,8.3,9.0,Pacific Coast Power & Light,E,,x,
MXRider,2001.0,Racing,Atari,0.16,0.13,0.0,0.04,0.34,69.0,16.0,6.8,6.0,Paradigm Entertainment,E,,x,
MX Unleashed,2004.0,Racing,THQ,0.94,0.73,0.0,0.25,1.92,80.0,18.0,9.2,46.0,Rainbow Studios,E,,x,
MX Unleashed,2004.0,Racing,THQ,0.34,0.08,0.0,0.02,0.44,81.0,18.0,9.3,12.0,Rainbow Studios,E,,x,
MX vs. ATV: Alive,2011.0,Racing,THQ,0.37,0.13,0.0,0.04,0.55,63.0,43.0,7.2,24.0,THQ Digital Studio Phoenix,E,,x,
MX vs. ATV: Alive,2011.0,Racing,THQ,0.24,0.15,0.0,0.07,0.46,61.0,41.0,6.7,11.0,THQ Digital Studio Phoenix,E,,x,
MX vs. ATV Reflex,2009.0,Racing,THQ,0.52,0.25,0.0,0.12,0.9,74.0,44.0,7.4,10.0,Rainbow Studios,E,,x,
MX vs. ATV Reflex,2009.0,Racing,THQ,0.52,0.14,0.0,0.06,0.72,75.0,47.0,6.6,30.0,Rainbow Studios,E,,x,
MX vs. ATV Supercross,2014.0,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,48.0,10.0,4.8,14.0,Nordic Games Publishing,E,,x,
MX vs. ATV Supercross,2014.0,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,58.0,4.0,3.5,4.0,Nordic Games Publishing,E,,x,
MX vs. ATV Supercross Encore,2015.0,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,42.0,8.0,4.1,9.0,Rainbow Studios,E,,x,
MX vs. ATV Unleashed,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03,79.0,30.0,8.4,17.0,Rainbow Studios,E,,x,
MX vs. ATV Unleashed,2005.0,Racing,THQ,0.32,0.07,0.0,0.01,0.4,80.0,21.0,8.3,13.0,Rainbow Studios,E,,x,
MX vs. ATV Unleashed: On the Edge,2006.0,Racing,THQ,0.64,0.0,0.0,0.05,0.69,68.0,22.0,8.1,7.0,Rainbow Studios,E,,x,
MX vs. ATV Untamed,2007.0,Racing,THQ,0.55,0.08,0.0,0.06,0.68,70.0,43.0,7.1,17.0,Rainbow Studios,E,,x,
MX vs. ATV Untamed,2007.0,Racing,THQ,0.35,0.06,0.0,0.05,0.46,67.0,33.0,6.1,8.0,Rainbow Studios,E,,x,
MX vs. ATV Untamed,2007.0,Racing,THQ,0.32,0.01,0.0,0.05,0.38,53.0,13.0,8.2,5.0,Rainbow Studios,E,,x,
MX vs. ATV Untamed,2008.0,Racing,THQ,0.28,0.02,0.0,0.02,0.33,70.0,7.0,8.3,9.0,Rainbow Studios,E,,x,
My Japanese Coach,2008.0,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,"Ubisoft, Sensory Sweep",E,,x,
MySims,2007.0,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0,TOSE,E,,x,
MySims,2007.0,Simulation,Electronic Arts,0.9,0.54,0.04,0.17,1.65,68.0,38.0,7.2,56.0,EA Redwood Shores,E,,x,
MySims,2008.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03,70.0,12.0,6.4,8.0,EA Redwood Shores,E,,x,
MySims Agents,2009.0,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,78.0,28.0,8.6,28.0,Electronic Arts,E,,x,
MySims Kingdom,2008.0,Simulation,Electronic Arts,0.7,0.64,0.01,0.16,1.51,76.0,19.0,8.1,24.0,EA Redwood Shores,E,,x,
MySims Racing,2009.0,Racing,Electronic Arts,0.25,0.29,0.0,0.07,0.61,67.0,11.0,7.3,4.0,EA Games,E,,x,
MySims Racing,2009.0,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47,68.0,22.0,7.4,5.0,EA Games,E,,x,
MySims SkyHeroes,2010.0,Action,Electronic Arts,0.16,0.1,0.0,0.03,0.29,67.0,9.0,5.2,5.0,Electronic Arts,E10+,,x,
MySims SkyHeroes,2010.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,56.0,15.0,5.5,4.0,Behaviour Interactive,E10+,,x,
Myst,2006.0,Adventure,Midway Games,0.0,0.01,0.0,0.0,0.01,69.0,4.0,4.8,5.0,Hoplite Research,E,,x,
Myst,2007.0,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,43.0,25.0,3.5,6.0,Hoplite Research,E,,x,
Mystery Case Files: The Malgrave Incident,2011.0,Adventure,Nintendo,0.17,0.13,0.0,0.03,0.32,65.0,26.0,8.2,5.0,Sanzaru Games,E,,x,
Mystery Dungeon: Shiren the Wanderer,2006.0,Role-Playing,Sega,0.17,0.0,0.33,0.02,0.52,69.0,27.0,8.2,21.0,ChunSoft,E,,x,
Mystic Heroes,2002.0,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09,67.0,13.0,8.5,26.0,Koei,T,,x,
Mystic Heroes,2002.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,7.0,8.6,14.0,Koei,T,,x,
Myst III: Exile,2002.0,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,57.0,9.0,7.0,4.0,Presto Studios,E,,x,
My Street,2003.0,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24,46.0,21.0,3.9,14.0,Idol Minds,E,,x,
Mytran Wars,2009.0,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,68.0,16.0,8.8,4.0,Stormregion,T,,x,
My Weight Loss Coach,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,63.0,4.0,7.6,7.0,Ubisoft Montreal,E,,x,
My Word Coach,2007.0,Misc,Ubisoft,0.37,0.89,0.0,0.18,1.44,71.0,7.0,6.8,5.0,Ubisoft,E,,x,
N+,2007.0,Platform,Atari,0.06,0.0,0.0,0.0,0.07,82.0,20.0,7.4,20.0,"Metanet Software Inc., SilverBirch Studios",E,,x,
N+,2007.0,Platform,Atari,0.03,0.0,0.0,0.0,0.03,79.0,21.0,7.8,18.0,"Metanet Software Inc., SilverBirch Studios",E,,x,
Nacho Libre,2006.0,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,56.0,6.0,5.8,6.0,BudCat,E10+,,x,
nail'd,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,66.0,36.0,6.2,13.0,Techland,E10+,,x,
nail'd,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1,64.0,49.0,7.1,16.0,Techland,E10+,,x,
Namco Museum,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,Mass Media,E,,x,
Namco Museum,2001.0,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,72.0,9.0,6.0,5.0,Mass Media,E,,x,
Namco Museum Battle Collection,2005.0,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08,73.0,28.0,7.2,9.0,TOSE,E10+,,x,
Namco Museum DS,2007.0,Misc,Atari,1.13,0.01,0.06,0.09,1.29,67.0,19.0,5.9,8.0,M2,E,,x,
Namco Museum Remix,2007.0,Misc,Atari,0.68,0.0,0.0,0.05,0.74,49.0,18.0,6.3,4.0,TOSE,E,,x,
Nancy Drew: The Mystery of the Clue Bender Society,2008.0,Adventure,Codemasters,0.24,0.0,0.0,0.02,0.26,46.0,5.0,3.6,5.0,Gorilla Systems,E10+,,x,
Nano Assault,2011.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,75.0,8.0,7.7,18.0,Shin'en,E10+,,x,
NanoBreaker,2005.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,51.0,38.0,6.7,11.0,KCET,M,,x,
Nanostray,2005.0,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,71.0,43.0,7.7,19.0,Shin'en,E,,x,
Nanostray 2,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,75.0,23.0,7.8,8.0,Shin'en,E,,x,
Napoleon: Total War,2010.0,Strategy,Sega,0.02,0.53,0.0,0.12,0.66,81.0,56.0,7.9,515.0,Creative Assembly,T,,x,
Napoleon Dynamite: The Game,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,37.0,14.0,4.6,7.0,7 Studios,E10+,,x,
Napoleon Dynamite: The Game,2007.0,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03,45.0,9.0,7.3,4.0,7 Studios,E10+,,x,
NARC,2005.0,Shooter,Midway Games,0.18,0.14,0.0,0.05,0.36,50.0,24.0,7.0,21.0,Point of View,M,,x,
NARC,2005.0,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18,51.0,27.0,2.8,6.0,Point of View,M,,x,
Naruto: Clash of Ninja,2003.0,Fighting,Tomy Corporation,0.53,0.14,0.0,0.02,0.68,72.0,21.0,8.1,20.0,Tomy Corporation,T,,x,
Naruto: Clash of Ninja 2,2003.0,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74.0,22.0,8.9,39.0,8ing/Raizing,T,,x,
Naruto: Clash of Ninja Revolution,2007.0,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01,74.0,23.0,8.0,27.0,8ing/Raizing,T,,x,
Naruto: Clash of Ninja Revolution 2,2008.0,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,0.38,72.0,20.0,8.4,16.0,Eighting,T,,x,
Naruto: Ninja Council,2003.0,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,60.0,12.0,7.1,9.0,Aspect,E10+,,x,
Naruto: Ninja Council 3,2006.0,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,56.0,23.0,6.5,13.0,Aspect,E10+,,x,
Naruto: Ninja Destiny,2006.0,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,61.0,22.0,4.4,10.0,Takara Tomy,T,,x,
Naruto: Path of the Ninja,2007.0,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4,57.0,18.0,7.2,9.0,TOSE,E10+,,x,
Naruto: Path of the Ninja 2,2006.0,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,62.0,18.0,7.5,6.0,TOSE,E10+,,x,
Naruto: Powerful Shippuden,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,71.0,13.0,5.4,19.0,Inti Creates,E10+,,x,
Naruto: Rise of a Ninja,2007.0,Action,Ubisoft,0.29,0.01,0.0,0.03,0.33,78.0,35.0,8.6,84.0,Ubisoft Montreal,T,,x,
Naruto: The Broken Bond,2008.0,Action,Ubisoft,0.24,0.28,0.0,0.06,0.59,80.0,34.0,7.8,46.0,Ubisoft Montreal,T,,x,
Naruto: Ultimate Ninja,2003.0,Fighting,Atari,0.5,0.02,0.0,0.08,0.61,75.0,34.0,7.7,35.0,CyberConnect2,T,,x,
Naruto: Ultimate Ninja 2,2004.0,Fighting,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57,73.0,27.0,7.9,27.0,CyberConnect2,T,,x,
Naruto: Ultimate Ninja 3,2005.0,Fighting,Atari,0.36,0.01,0.0,0.06,0.44,75.0,24.0,8.7,33.0,CyberConnect2,T,,x,
Naruto: Ultimate Ninja Heroes,2006.0,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,70.0,11.0,6.6,11.0,Bandai,T,,x,
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,2006.0,Fighting,Atari,0.14,0.0,0.0,0.01,0.16,64.0,20.0,7.8,17.0,CyberConnect2,T,,x,
Naruto: Ultimate Ninja Storm,2008.0,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75.0,32.0,8.6,95.0,CyberConnect2,T,,x,
Naruto: Uzumaki Chronicles 2,2006.0,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,52.0,22.0,6.9,17.0,Cavia Inc.,T,,x,
Naruto Shippuden: Clash of Ninja Revolution 3,2009.0,Fighting,Nintendo,0.44,0.03,0.0,0.04,0.51,74.0,23.0,8.1,21.0,8ing/Raizing,T,,x,
Naruto Shippuden: Dragon Blade Chronicles,2009.0,Action,505 Games,0.11,0.01,0.05,0.01,0.18,38.0,14.0,3.0,12.0,"Eighting, Takara Tomy",E10+,,x,
Naruto Shippuden: Kizuna Drive,2010.0,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57.0,22.0,5.0,6.0,Premium Agency,T,,x,
Naruto Shippuden: Legends: Akatsuki Rising,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,60.0,15.0,6.2,10.0,Racjin,T,,x,
Naruto Shippuden: Ninja Destiny 2,2008.0,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55.0,12.0,5.7,11.0,Takara Tomy,T,,x,
Naruto Shippuden: Ultimate Ninja Heroes 3,2009.0,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,61.0,22.0,6.6,19.0,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Impact,2011.0,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59.0,16.0,7.2,26.0,Racjin,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 2,2010.0,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,76.0,34.0,8.3,130.0,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 2,2010.0,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74.0,31.0,8.5,39.0,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 3,2013.0,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77.0,32.0,7.9,187.0,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 3,2013.0,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,70.0,16.0,7.7,67.0,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 4,2016.0,Fighting,Namco Bandai Games,0.41,0.45,0.11,0.17,1.14,79.0,60.0,8.2,201.0,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 4,2016.0,Fighting,Namco Bandai Games,0.21,0.07,0.0,0.03,0.3,81.0,11.0,8.5,51.0,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm Generations,2012.0,Fighting,Namco Bandai Games,0.27,0.24,0.14,0.08,0.73,74.0,23.0,7.1,83.0,"CyberConnect2, Racjin",T,,x,
Naruto Shippuden: Ultimate Ninja Storm Generations,2012.0,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.44,74.0,35.0,7.2,47.0,"CyberConnect2, Racjin",T,,x,
Naruto Shippuden: Ultimate Ninja Storm Revolution,2014.0,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73.0,26.0,7.5,100.0,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm Revolution,2014.0,Fighting,Namco Bandai Games,0.14,0.06,0.0,0.02,0.22,62.0,11.0,7.3,44.0,CyberConnect2,T,,x,
NASCAR,2006.0,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1,66.0,13.0,5.3,6.0,Exient Entertainment,E,,x,
NASCAR: Dirt to Daytona,2002.0,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09,85.0,8.0,7.3,7.0,Monster Games Inc.,E,,x,
NASCAR '14,2014.0,Racing,Deep Silver,0.15,0.0,0.0,0.02,0.17,65.0,4.0,5.1,14.0,Deep Silver,E,,x,
NASCAR '14,2014.0,Racing,Deep Silver,0.09,0.0,0.0,0.02,0.11,67.0,7.0,4.6,20.0,Eutechnyx,E,,x,
NASCAR 06: Total Team Control,2005.0,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,78.0,18.0,7.7,18.0,EA Sports,E,,x,
NASCAR 06: Total Team Control,2005.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,79.0,25.0,5.9,7.0,EA Sports,E,,x,
NASCAR 07,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11,68.0,26.0,8.9,16.0,EA Tiburon,E,,x,
NASCAR 07,2006.0,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,72.0,26.0,7.0,4.0,EA Tiburon,E,,x,
NASCAR 08,2007.0,Racing,Electronic Arts,0.26,0.0,0.0,0.02,0.29,59.0,29.0,5.2,30.0,EA Tiburon,E,,x,
NASCAR 08,2007.0,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,56.0,9.0,8.2,9.0,EA Tiburon,E,,x,
NASCAR 08,2007.0,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,57.0,21.0,5.0,14.0,EA Tiburon,E,,x,
NASCAR 09,2008.0,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,69.0,32.0,7.8,15.0,EA Games,E,,x,
NASCAR 09,2008.0,Racing,Electronic Arts,0.22,0.01,0.0,0.02,0.25,65.0,22.0,7.5,10.0,EA Games,E,,x,
NASCAR 2001,2000.0,Racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81,73.0,8.0,6.1,9.0,Black Box,E,,x,
NASCAR 2001,2000.0,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7,66.0,16.0,6.6,9.0,EA Sports,E,,x,
NASCAR 2005: Chase for the Cup,2004.0,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41,87.0,19.0,8.4,15.0,EA Tiburon,E,,x,
NASCAR 2011: The Game,2011.0,Racing,Activision,0.29,0.0,0.0,0.02,0.3,62.0,24.0,4.1,14.0,Eutechnyx,E,,x,
NASCAR 2011: The Game,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,3.7,15.0,Eutechnyx,E,,x,
NASCAR 2011: The Game,2011.0,Racing,Activision,0.21,0.0,0.0,0.01,0.22,42.0,5.0,3.1,9.0,Eutechnyx,E,,x,
NASCAR Heat Evolution,2016.0,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05,66.0,8.0,3.8,18.0,Dusenberry Martin Racing,E,,x,
NASCAR Kart Racing,2009.0,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.42,70.0,12.0,8.1,9.0,Electronic Arts,E,,x,
NASCAR The Game: Inside Line,2012.0,Racing,Activision,0.09,0.0,0.0,0.01,0.1,72.0,7.0,3.4,27.0,Eutechnyx,E,,x,
NASCAR The Game: Inside Line,2012.0,Racing,Activision,0.07,0.0,0.0,0.01,0.08,76.0,4.0,4.5,15.0,Eutechnyx,E,,x,
NASCAR Thunder 2002,2001.0,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,85.0,17.0,8.5,22.0,EA Sports,E,,x,
NASCAR Thunder 2002,2001.0,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42,69.0,8.0,6.9,10.0,Black Box,E,,x,
NASCAR Thunder 2003,2002.0,Racing,Electronic Arts,0.24,0.06,0.0,0.01,0.31,85.0,12.0,6.6,5.0,EA Sports,E,,x,
NASCAR Thunder 2004,2003.0,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,88.0,15.0,8.9,77.0,EA Tiburon,E,,x,
NASCAR Thunder 2004,2003.0,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,85.0,14.0,9.1,15.0,EA Games,E,,x,
Natural Doctrine,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53.0,31.0,6.0,79.0,Kadokawa,M,x,x,
Natural Doctrine,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60.0,7.0,7.5,29.0,Kadokawa,M,x,x,
Naughty Bear,2010.0,Action,505 Games,0.18,0.18,0.0,0.07,0.43,43.0,31.0,5.5,49.0,Artificial Mind and Movement,T,,x,
Naughty Bear,2010.0,Action,505 Games,0.21,0.15,0.0,0.04,0.4,43.0,51.0,5.6,70.0,Artificial Mind and Movement,T,,x,
Naval Assault: The Killing Tide,2010.0,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17,40.0,11.0,4.2,5.0,Artech Studios,T,,x,
Naval Ops: Warship Gunner,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,67.0,17.0,8.9,23.0,Micro Cabin,T,,x,
NBA,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,57.0,25.0,6.9,14.0,989 Sports,E,,x,
NBA 06,2005.0,Sports,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,63.0,26.0,6.3,27.0,SCEA Sports Studio,E,,x,
NBA 06,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,72.0,19.0,5.4,8.0,SCEA Sports Studio,E,,x,
NBA 07,2006.0,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,63.0,24.0,6.3,10.0,SCEA,E,,x,
NBA 07,2006.0,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,68.0,24.0,7.0,5.0,SCEA,E,,x,
NBA 07,2006.0,Sports,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,63.0,24.0,6.8,5.0,SCEA,E,,x,
NBA 08,2007.0,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13,63.0,37.0,6.0,4.0,SCEA San Diego Studios,E,,x,
NBA 08,2007.0,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,75.0,18.0,7.5,8.0,SCEA,E,,x,
NBA 09: The Inside,2008.0,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,79.0,9.0,7.4,7.0,SCEA San Diego Studios,E,,x,
NBA 09: The Inside,2008.0,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,63.0,17.0,5.1,7.0,SCEA San Diego Studios,E,,x,
NBA 10: The Inside,2009.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,69.0,13.0,3.0,13.0,SCEA San Diego Studios,E,,x,
NBA 2K10,2009.0,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,82.0,46.0,7.6,34.0,Visual Concepts,E,,x,
NBA 2K10,2009.0,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,83.0,30.0,7.8,39.0,Visual Concepts,E,,x,
NBA 2K11,2010.0,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,89.0,50.0,8.1,100.0,Visual Concepts,E,,x,
NBA 2K11,2010.0,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89.0,46.0,7.6,105.0,Visual Concepts,E,,x,
NBA 2K11,2010.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,Visual Concepts,E,,x,
NBA 2K12,2011.0,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,90.0,42.0,7.7,134.0,Visual Concepts,E,,x,
NBA 2K12,2011.0,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,90.0,38.0,6.7,127.0,Visual Concepts,E,,x,
NBA 2K12,2011.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,86.0,5.0,7.1,66.0,Visual Concepts,E,,x,
NBA 2K13,2012.0,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,88.0,41.0,7.2,131.0,Visual Concepts,E,,x,
NBA 2K13,2012.0,Sports,Take-Two Interactive,1.73,0.43,0.05,0.27,2.47,90.0,26.0,8.0,99.0,Visual Concepts,E,,x,
NBA 2K13,2012.0,Sports,Take-Two Interactive,0.07,0.04,0.0,0.01,0.13,85.0,17.0,7.0,43.0,Visual Concepts,E,,x,
NBA 2K13,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,90.0,5.0,6.8,130.0,Visual Concepts,E,,x,
NBA 2K14,2013.0,Sports,Take-Two Interactive,2.1,0.19,0.0,0.23,2.52,87.0,23.0,4.9,150.0,Visual Concepts,E,,x,
NBA 2K14,2013.0,Sports,Take-Two Interactive,1.44,0.31,0.04,0.32,2.11,84.0,26.0,4.9,142.0,Visual Concepts,E,,x,
NBA 2K14,2013.0,Sports,Take-Two Interactive,0.89,0.31,0.01,0.23,1.45,85.0,20.0,6.5,368.0,Visual Concepts,E,,x,
NBA 2K14,2013.0,Sports,Take-Two Interactive,0.7,0.11,0.0,0.09,0.91,86.0,15.0,5.7,183.0,Visual Concepts,E,,x,
NBA 2K15,2014.0,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,83.0,50.0,7.0,291.0,Visual Concepts,E,,x,
NBA 2K15,2014.0,Sports,Take-Two Interactive,1.37,0.18,0.0,0.18,1.72,82.0,9.0,6.3,101.0,Visual Concepts,E,,x,
NBA 2K16,2015.0,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,Visual Concepts,E10+,,x,
NBA 2K16,2015.0,Sports,Take-Two Interactive,1.95,0.15,0.0,0.24,2.34,86.0,14.0,6.2,115.0,Visual Concepts,E10+,,x,
NBA 2K17,2016.0,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,88.0,47.0,6.7,162.0,Visual Concepts,E,,x,
NBA 2K17,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,90.0,17.0,6.2,91.0,Visual Concepts,E,,x,
NBA 2K17,2016.0,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,90.0,6.0,6.3,52.0,Visual Concepts,E,,x,
NBA 2K2,2002.0,Sports,Sega,0.59,0.46,0.01,0.15,1.22,89.0,19.0,7.8,16.0,Visual Concepts,E,,x,
NBA 2K2,2002.0,Sports,Sega,0.15,0.04,0.0,0.01,0.2,90.0,17.0,7.6,5.0,Visual Concepts,E,,x,
NBA 2K2,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,90.0,13.0,8.0,4.0,Visual Concepts,E,,x,
NBA 2K3,2002.0,Sports,Sega,0.51,0.4,0.0,0.13,1.05,89.0,21.0,8.0,22.0,Visual Concepts,E,,x,
NBA 2K3,2002.0,Sports,Sega,0.24,0.07,0.0,0.01,0.32,87.0,15.0,7.9,9.0,Visual Concepts,E,,x,
NBA 2K6,2005.0,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88,84.0,23.0,8.3,13.0,Visual Concepts,E,,x,
NBA 2K6,2005.0,Action,Take-Two Interactive,0.27,0.08,0.0,0.01,0.36,84.0,27.0,8.7,15.0,Visual Concepts,E,,x,
NBA 2K6,2005.0,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,81.0,33.0,8.6,31.0,Visual Concepts,E,,x,
